index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	情報通信系	018	教授	001	本村	真人	ま	もとむら	まさと	3	Masato	Motomura	情報通信系	018	情報通信コース	018																									人工知能	Artificial intelligence	機械学習・深層学習	Machine learning/Deep learning	リコンフィギュラブルシステム	Reconfigurable system	アーキテクチャ・ハードウェア	Architectures/Hardwares	http://www.artic.iir.titech.ac.jp/	http://www.artic.iir.titech.ac.jp/wp/?lang=en	key_rid=B000226523		ﾓﾄﾑﾗ	ﾏｻﾄ		
40	情報通信系	018	教授	001	山岡	克式	や	やまおか	かつのり	5	Katsunori	Yamaoka	情報通信系	018	情報通信コース	018	数理・計算科学系	022	数理・計算科学コース	022																					情報通信ネットワーク	Information and communication network	インターネット	Internet technology	電話網	Telecommunication network	通信品質制御	QoS and communication quality control	http://www.net.ce.titech.ac.jp	http://www.net.ce.titech.ac.jp	key_rid=1000275191		ﾔﾏｵｶ	ｶﾂﾉﾘ		
41	情報通信系	018	助教	004	山岸	昌夫	や	やまぎし	まさお	5	Masao	Yamagishi	情報通信系	018	情報通信コース	018																									信号処理	Signal processing	最適化	Optimization	逆問題	Inverse problems			http://www.sp.ce.titech.ac.jp/index.php?%BB%B3%B4%DF%A1%A1%BE%BB%C9%D7	http://www.sp.ce.titech.ac.jp/index.php?%BB%B3%B4%DF%A1%A1%BE%BB%C9%D7	key_t2r2Rid=CTT100510947		ﾔﾏｷﾞｼ	ﾏｻｵ		
42	情報通信系	018	教授	001	山口	雅浩	や	やまぐち	まさひろ	5	Masahiro	Yamaguchi	情報通信系	018	ライフエンジニアリングコース	003	情報通信系	018	情報通信コース	018																					画像工学	Imaging technology	光工学	Optical engineering	医用カラー画像	Medical color images	ホログラフィー	Holography	http://www-oid.ip.titech.ac.jp/	http://www-oid.ip.titech.ac.jp/	key_rid=1000279135		ﾔﾏｸﾞﾁ	ﾏｻﾋﾛ		
43	情報通信系	018	教授	001	山田	功	や	やまだ	いさお	5	Isao	Yamada	情報通信系	018	情報通信コース	018																									信号処理	Signal processing	最適化	Optimization	逆問題	Inverse problems	情報通信	Information and communications	http://www.sp.ce.titech.ac.jp/index.php?%BB%B3%C5%C4%B8%A6%B5%E6%BC%BC	http://www.sp.ce.titech.ac.jp/index.php?%BB%B3%C5%C4%B8%A6%B5%E6%BC%BC	key_rid=1000015473		ﾔﾏﾀﾞ	ｲｻｵ		
44	情報通信系	018	准教授	002	吉村	奈津江	や	よしむら	なつえ	5	Natsue 	Yoshimura	情報通信系	018	ライフエンジニアリングコース	003	情報通信系	018	情報通信コース	018																															key_rid=B000002901		ﾖｼﾑﾗ	ﾅﾂｴ		
	情報通信系	018	准教授	002	劉	載勲	や	ゆ	じぇふん	5	Jaehoon	Yu	情報通信系	018	情報通信コース	018																									人工知能	Artificial intelligence	機械学習・深層学習	Machine learning / Deep learning	ハードウェアアーキテクチャ	Hardware architecture			http://www.artic.iir.titech.ac.jp/wp/	http://www.artic.iir.titech.ac.jp/wp/?lang=en	key_t2r2Rid=CTT100806787		ﾕ	ｼﾞｪﾌﾝ		
45	情報通信系	018	助教	004	李	冬菊	ら	り	とーきく	3	Dongju 	Li	情報通信系	018	情報通信コース	018																																			key_rid=1000279221		ﾘ	ﾄｰｷｸ		
51	情報通信系	018	准教授	002	渡辺	義浩	わ	わたなべ	よしひろ	5	Yoshihiro	Watanabe	情報通信系	018	情報通信コース	018																									コンピュータビジョン	Computer vision	拡張現実	Augmented reality	デジタルアーカイブ	Digital archiving	インタラクション	Human-computer interaction	http://www.vision.ict.e.titech.ac.jp/index-j.html	http://www.vision.ict.e.titech.ac.jp/	key_rid=B000229530		ﾜﾀﾅﾍﾞ	ﾖｼﾋﾛ		
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
